Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,640.030029296875,645.6099853515625,621.280029296875,631.469970703125,622.1607055664062,1360600
2022-01-04,631.469970703125,631.469970703125,606.1300048828125,618.3200073242188,609.2044677734375,1998900
2022-01-05,609.4299926757812,614.6900024414062,593.1699829101562,593.7000122070312,584.947509765625,2295800
2022-01-06,586.7999877929688,595.8499755859375,580.2100219726562,586.3900146484375,577.7453002929688,1789000
2022-01-07,586.4400024414062,588.989990234375,563.77001953125,567.5599975585938,559.8421020507812,2275200
2022-01-10,553.52001953125,570.8900146484375,543.8599853515625,570.1900024414062,562.4362182617188,2956700
2022-01-11,566.2000122070312,579.6099853515625,558.52001953125,578.719970703125,570.8502197265625,1696500
2022-01-12,584.8099975585938,589.5700073242188,575.7999877929688,577.260009765625,569.4100952148438,1433700
2022-01-13,580.8900146484375,582.530029296875,551.7000122070312,552.9199829101562,545.4011840820312,1633400
2022-01-14,551.3300170898438,557.3400268554688,543.4000244140625,550.7899780273438,543.300048828125,1722600
2022-01-18,539.3200073242188,548.9000244140625,536.1099853515625,537.8200073242188,530.5064697265625,1888100
2022-01-19,542.1099853515625,558.5700073242188,540.8099975585938,545.3499755859375,537.9340209960938,1904500
2022-01-20,552.0999755859375,566.47998046875,543.77001953125,544.6199951171875,537.2139892578125,1924000
2022-01-21,546.989990234375,552.760009765625,527.8200073242188,528.5499877929688,521.3626098632812,2574900
2022-01-24,526.0,535.72998046875,500.3599853515625,534.6799926757812,527.4091796875,2850100
2022-01-25,516.9099731445312,528.8499755859375,509.0199890136719,515.989990234375,508.9732360839844,2418200
2022-01-26,532.0399780273438,536.8499755859375,499.75,507.4800109863281,500.5790100097656,2503100
2022-01-27,516.4099731445312,526.0,513.2899780273438,517.219970703125,510.1866149902344,2485400
2022-01-28,520.1599731445312,536.22998046875,506.1700134277344,534.8200073242188,527.5472412109375,1760600
2022-01-31,535.8499755859375,556.6400146484375,532.0399780273438,555.22998046875,547.6796875,2209400
2022-02-01,556.4000244140625,561.8499755859375,548.1900024414062,560.8300170898438,553.20361328125,1706300
2022-02-02,562.760009765625,564.8699951171875,554.4000244140625,562.2999877929688,554.653564453125,1245500
2022-02-03,543.8699951171875,552.77001953125,533.5800170898438,535.5900268554688,528.3068237304688,1372400
2022-02-04,531.030029296875,550.280029296875,531.030029296875,544.02001953125,536.6222534179688,1504500
2022-02-07,544.4000244140625,555.9000244140625,542.5,545.280029296875,537.8650512695312,1411600
2022-02-08,539.280029296875,556.4000244140625,538.4099731445312,554.22998046875,546.693359375,915500
2022-02-09,566.0999755859375,579.9600219726562,565.0,579.4000244140625,571.52099609375,1670700
2022-02-10,562.6199951171875,575.9099731445312,552.3300170898438,557.5800170898438,549.9977416992188,1594200
2022-02-11,559.7999877929688,561.7000122070312,532.6699829101562,535.8099975585938,528.5238647460938,1250400
2022-02-14,536.1400146484375,538.3200073242188,524.1500244140625,529.0499877929688,521.855712890625,1165400
2022-02-15,537.739990234375,539.3300170898438,515.77001953125,527.780029296875,520.6029663085938,2170300
2022-02-16,525.969970703125,530.4199829101562,511.7099914550781,528.1500244140625,520.968017578125,1318400
2022-02-17,523.280029296875,525.9000244140625,494.7200012207031,496.17999267578125,489.4327087402344,2145400
2022-02-18,497.70001220703125,498.6700134277344,478.75,481.20001220703125,474.65643310546875,2323300
2022-02-22,479.92999267578125,494.3699951171875,476.8699951171875,483.25,476.6784973144531,2282900
2022-02-23,491.9100036621094,491.9100036621094,465.54998779296875,467.0,460.6495056152344,1799500
2022-02-24,458.0,498.29998779296875,450.260009765625,497.1300048828125,490.3697509765625,2683700
2022-02-25,489.0299987792969,492.1300048828125,474.6099853515625,487.17999267578125,480.55511474609375,2846500
2022-02-28,478.8399963378906,484.4599914550781,463.3900146484375,474.3699951171875,467.9192810058594,2525400
2022-03-01,476.1300048828125,484.55999755859375,465.8500061035156,468.5799865722656,462.2080383300781,2176700
2022-03-02,472.1099853515625,489.3399963378906,468.0,486.0,479.3911437988281,2083000
2022-03-03,490.1499938964844,492.8699951171875,468.989990234375,472.70001220703125,466.2720031738281,1640400
2022-03-04,470.80999755859375,474.6300048828125,460.9599914550781,464.95001220703125,458.62738037109375,1611900
2022-03-07,464.2200012207031,466.739990234375,436.510009765625,437.3900146484375,431.4421691894531,2312700
2022-03-08,438.42999267578125,455.25,432.1499938964844,442.2099914550781,436.19659423828125,2669000
2022-03-09,456.4800109863281,469.9599914550781,452.0,464.739990234375,458.4201965332031,1950400
2022-03-10,460.1499938964844,460.1499938964844,443.3399963378906,452.3699951171875,446.2184143066406,1756200
2022-03-11,457.57000732421875,461.8999938964844,438.510009765625,439.32000732421875,433.3459777832031,2303200
2022-03-14,439.9200134277344,445.2799987792969,423.0299987792969,424.6300048828125,418.855712890625,2353900
2022-03-15,427.79998779296875,441.489990234375,425.5400085449219,439.67999267578125,433.7010192871094,1953400
2022-03-16,445.0,457.8999938964844,437.989990234375,457.8999938964844,451.67327880859375,2487400
2022-03-17,454.8299865722656,475.0,453.2300109863281,473.75,467.3077087402344,2680700
2022-03-18,475.69000244140625,483.32000732421875,467.8599853515625,479.8699951171875,473.34454345703125,3112900
2022-03-21,473.07000732421875,476.5,463.55999755859375,466.5,460.1562805175781,2044600
2022-03-22,466.4599914550781,478.7099914550781,465.9800109863281,475.989990234375,469.5172424316406,1979900
2022-03-23,471.1700134277344,471.9800109863281,459.75,461.44000244140625,455.1651306152344,1718700
2022-03-24,464.1600036621094,467.2200012207031,453.0400085449219,465.6300048828125,459.2981872558594,1567200
2022-03-25,467.5199890136719,469.0400085449219,452.82000732421875,459.3500061035156,453.1035461425781,1312200
2022-03-28,460.5400085449219,481.7099914550781,458.20001220703125,480.5,473.9659423828125,2085000
2022-03-29,488.1300048828125,490.0899963378906,475.79998779296875,485.3599853515625,478.7597961425781,1918000
2022-03-30,480.9599914550781,481.5199890136719,468.2200012207031,471.95001220703125,465.5322570800781,1747800
2022-03-31,477.6700134277344,488.8599853515625,473.57000732421875,480.8399963378906,474.3013610839844,2647900
2022-04-01,480.6400146484375,487.489990234375,477.07000732421875,483.92999267578125,477.3493347167969,1316200
2022-04-04,485.3800048828125,507.7099914550781,485.0,505.6499938964844,498.7738952636719,2326700
2022-04-05,501.9100036621094,506.3599853515625,491.0,496.04998779296875,489.3044738769531,1632600
2022-04-06,485.2699890136719,493.5899963378906,482.0799865722656,490.2099914550781,483.5438537597656,2041300
2022-04-07,484.6199951171875,498.45001220703125,484.2300109863281,495.010009765625,488.2786865234375,1568200
2022-04-08,493.32000732421875,493.32000732421875,481.510009765625,482.8399963378906,476.9292297363281,1717500
2022-04-11,478.3699951171875,478.6300048828125,464.739990234375,473.3399963378906,467.5455627441406,1595600
2022-04-12,479.8900146484375,484.489990234375,461.1700134277344,461.6199951171875,455.968994140625,1509700
2022-04-13,464.3500061035156,473.239990234375,460.0,470.4200134277344,464.6613464355469,1477800
2022-04-14,467.70001220703125,469.2799987792969,459.8800048828125,465.1099853515625,459.41632080078125,1646100
2022-04-18,461.67999267578125,474.1700134277344,460.6000061035156,469.0400085449219,463.2981872558594,989300
2022-04-19,466.29998779296875,485.6600036621094,464.9100036621094,485.07000732421875,479.13201904296875,1184300
2022-04-20,487.5799865722656,492.3699951171875,481.239990234375,481.95001220703125,476.0502014160156,1184600
2022-04-21,484.8299865722656,491.6300048828125,463.55999755859375,465.6499938964844,459.94970703125,1426600
2022-04-22,466.260009765625,468.0199890136719,442.7799987792969,443.2900085449219,437.8634338378906,1699300
2022-04-25,441.5899963378906,447.42999267578125,433.6000061035156,446.92999267578125,441.4588623046875,2094000
2022-04-26,444.54998779296875,445.2699890136719,421.1099853515625,421.3500061035156,416.1920471191406,2218200
2022-04-27,421.1700134277344,428.82000732421875,416.1600036621094,418.25,413.12994384765625,1927900
2022-04-28,423.989990234375,448.010009765625,421.7900085449219,444.5799865722656,439.1376037597656,1791000
2022-04-29,441.57000732421875,442.5,417.6300048828125,418.75,413.6238098144531,1898500
2022-05-02,420.0799865722656,427.8999938964844,413.2300109863281,427.010009765625,421.78277587890625,1778700
2022-05-03,429.6199951171875,433.5400085449219,425.6600036621094,430.8399963378906,425.56585693359375,1324300
2022-05-04,432.0,448.3500061035156,418.1600036621094,447.9200134277344,442.436767578125,1599300
2022-05-05,437.8699951171875,439.75,404.7699890136719,409.8599853515625,404.8426513671875,2110600
2022-05-06,406.17999267578125,406.5400085449219,390.80999755859375,395.7099914550781,390.8658752441406,1989700
2022-05-09,386.8299865722656,390.92999267578125,363.7699890136719,367.010009765625,362.5172424316406,3485200
2022-05-10,381.6700134277344,383.4700012207031,364.510009765625,371.19000244140625,366.64599609375,2271000
2022-05-11,366.8500061035156,376.42999267578125,354.5199890136719,356.1700134277344,351.8099365234375,2563400
2022-05-12,342.57000732421875,355.4700012207031,339.3599853515625,353.8900146484375,349.557861328125,3268000
2022-05-13,362.1000061035156,376.95001220703125,360.6099853515625,371.760009765625,367.2090759277344,1894200
2022-05-16,370.1000061035156,370.3299865722656,356.3900146484375,359.5899963378906,355.18804931640625,1554800
2022-05-17,369.1000061035156,373.7300109863281,359.2200012207031,371.8699951171875,367.3177490234375,1643100
2022-05-18,364.1499938964844,368.8399963378906,351.8999938964844,353.30999755859375,348.98492431640625,1721100
2022-05-19,355.55999755859375,369.1199951171875,354.6600036621094,362.3299865722656,357.8945007324219,2102900
2022-05-20,367.82000732421875,371.7900085449219,356.2699890136719,367.7799987792969,363.27777099609375,1921600
2022-05-23,371.1499938964844,372.0,363.0,371.3699951171875,366.8238220214844,1799400
2022-05-24,363.1099853515625,365.7099914550781,355.739990234375,358.9700012207031,354.57568359375,2877700
2022-05-25,372.7900085449219,395.5799865722656,363.5,388.45001220703125,383.6947937011719,5277100
2022-05-26,386.2900085449219,414.0,385.8500061035156,406.4200134277344,401.44476318359375,3508100
2022-05-27,411.0,422.8299865722656,410.69000244140625,422.4800109863281,417.30816650390625,2932400
2022-05-31,419.82000732421875,425.0,412.57000732421875,414.4599914550781,409.3863525390625,4297700
2022-06-01,420.2099914550781,424.5899963378906,406.3599853515625,408.3699951171875,403.370849609375,1598400
2022-06-02,409.3599853515625,427.25,408.4800109863281,426.8599853515625,421.6345520019531,1453400
2022-06-03,416.70001220703125,420.67999267578125,405.3800048828125,408.95001220703125,403.9438171386719,1519000
2022-06-06,416.5799865722656,419.8599853515625,406.75,408.9700012207031,403.96356201171875,859900
2022-06-07,404.1099853515625,418.75,403.1499938964844,416.6499938964844,411.54949951171875,1218100
2022-06-08,415.3399963378906,420.17999267578125,412.3599853515625,414.4599914550781,409.3863525390625,1335100
2022-06-09,409.54998779296875,414.4200134277344,400.1099853515625,400.54998779296875,395.64666748046875,1186300
2022-06-10,390.3999938964844,393.3999938964844,378.8399963378906,381.2200012207031,376.5532531738281,2197200
2022-06-13,368.2900085449219,372.989990234375,361.760009765625,363.989990234375,359.5341796875,2191200
2022-06-14,366.80999755859375,371.1099853515625,359.8399963378906,364.7799987792969,360.31451416015625,1401500
2022-06-15,370.3900146484375,386.7900085449219,368.4700012207031,378.5400085449219,373.9061279296875,1830300
2022-06-16,365.4599914550781,370.3999938964844,355.2200012207031,359.6300048828125,355.2275695800781,2106100
2022-06-17,363.04998779296875,375.1600036621094,362.5400085449219,369.7099914550781,365.18414306640625,2776200
2022-06-21,377.0400085449219,383.0299987792969,374.3999938964844,377.42999267578125,372.8096618652344,2019000
2022-06-22,371.7699890136719,391.1499938964844,371.55999755859375,380.8399963378906,376.1779479980469,1773500
2022-06-23,387.30999755859375,401.4800109863281,380.79998779296875,400.75,395.84417724609375,2111700
2022-06-24,407.7699890136719,419.67999267578125,407.3299865722656,417.6199951171875,412.5076599121094,2632900
2022-06-27,415.3599853515625,420.0,402.82000732421875,404.7200012207031,399.7655944824219,1783800
2022-06-28,405.75,409.7699890136719,384.489990234375,386.2900085449219,381.5611877441406,1631100
2022-06-29,389.3800048828125,392.54998779296875,382.739990234375,389.6600036621094,384.8899230957031,1066300
2022-06-30,387.70001220703125,389.5799865722656,376.17999267578125,385.44000244140625,380.7215881347656,1670400
2022-07-01,382.5,391.1300048828125,378.0799865722656,388.30999755859375,383.55645751953125,1133800
2022-07-05,384.7699890136719,400.3399963378906,380.3299865722656,400.2200012207031,395.3206481933594,1590500
2022-07-06,403.3399963378906,408.5799865722656,396.7300109863281,404.9100036621094,399.9532775878906,1356400
2022-07-07,399.3699951171875,411.6199951171875,397.8699951171875,410.8399963378906,405.8106994628906,1585100
2022-07-08,402.4100036621094,409.79998779296875,398.2200012207031,406.80999755859375,402.4962158203125,1173100
2022-07-11,404.6499938964844,406.94000244140625,395.3699951171875,402.55999755859375,398.291259765625,1019400
2022-07-12,405.1199951171875,406.0,381.1300048828125,385.8699951171875,381.7782287597656,1611300
2022-07-13,376.989990234375,387.1600036621094,373.95001220703125,383.30999755859375,379.2453918457031,1255400
2022-07-14,380.5799865722656,383.3599853515625,370.7699890136719,379.8699951171875,375.8418273925781,1312400
2022-07-15,388.0400085449219,394.44000244140625,382.6700134277344,392.9599914550781,388.7930603027344,1520700
2022-07-18,396.04998779296875,400.0,386.7200012207031,388.25,384.13299560546875,1085600
2022-07-19,397.6199951171875,404.5899963378906,391.1499938964844,403.8599853515625,399.5774841308594,1358900
2022-07-20,408.3500061035156,422.44000244140625,405.8900146484375,420.45001220703125,415.9915466308594,1663600
2022-07-21,420.5799865722656,436.8699951171875,420.5799865722656,434.70001220703125,430.09051513671875,2076400
2022-07-22,436.69000244140625,446.0,429.1700134277344,434.739990234375,430.1300048828125,1590300
